compound,heusler_type,mp_id,formula,formation_energy,absolute_energy,band_gap,fermi_energy,bulk_modulus,poisson_ratio,Nv
CrMnSn,half,mp-1177389,Li4Mn3Cr2Sn(PO4)6,-2.4922935007495894,-7.7369078665,1.915,2.67220965,,,17
CrMnSn,half,mp-1221685,MnCr(Ni2Sn)2,-0.10678074974137886,-6.35112489875,0.0,8.84760418,,,17
CrMnP,half,mp-757284,Mn3CrCo2(PO4)6,-2.28545116504584,-7.917481645,0.0,2.02008157,,,18
CrMnP,half,mp-775289,Mn3CrCu2(PO4)6,-2.225407604490284,-7.688870859444445,0.0,1.81133209,,,18
CrMnP,half,mp-771880,Mn3Cr(PO4)6,-2.229707329166184,-7.773420971470589,0.06729999999999992,0.58705533,,,18
CrMnAs,half,mp-1221644,MnCrAs,-0.03704409347701206,-7.865439191666667,0.0,7.51601471,,,18
CrMnAs,half,mp-1222085,Mn2CrAs3,-0.23541455847701206,-7.233322167083333,0.0,6.88267884,,,18
CrMnAs,half,mp-1221789,Mn3CrAs4,-0.2494891854741379,-7.22143505625,0.0,6.98218838,,,18
CrMnSb,half,mp-776056,Mn3Cr2Sb(PO4)6,-2.401150147268061,-8.019714384722223,0.0,2.45637068,,,18
CrMnSb,half,mp-1105510,Mn2CrSbO6,-2.0757067215862057,-8.2576728845,1.4196,5.27148983,,,18
CrMnSb,half,mp-1221652,MnCrSb,0.053962596839078,-18.433701668333338,0.0,7.91199711,,,18
CrFeAl,half,mp-1228906,AlCrFe2,-0.15702917999999944,-7.74169561,0.0,7.63812097,,,17
CrFeAl,half,mp-1096119,Al2CrFe,2.4711119100000007,-3.932443175,0.0,-2.38772398,,,17
CrFeAl,half,mp-1229097,AlCrFeO4,-2.540379124999999,-8.494336182142858,1.4767000000000001,5.22066652,,,17
CrFeGa,half,mp-1226345,Cr3GaFe3As2,-0.018372544722222668,-7.433655558888889,0.0,6.29345241,,,17
CrFeGa,half,mp-30570,CrGaFe2,-0.027434201874998898,-7.43273068,0.0,6.39980137,204.598,0.28,17
CrFeGa,half,mp-1226233,CrGaFeSe4,-0.6365560995535711,-5.655814758571428,0.0,3.45763327,,,17
CrFeSi,half,mp-1213726,CrFeCoSi,-0.26834161249999866,-7.938792469999999,0.0,8.37528824,,,18
CrFeSi,half,mp-1226256,CrFeSi2,-0.3469316849999995,-7.59035787,0.0,9.30176412,,,18
CrFeSi,half,mp-1226343,CrFe11Si4,-0.2813790049999998,-8.06416356125,0.0,8.14462458,,,18
CrFeGe,half,mp-1226425,Cr3Fe3GeAs2,-0.06602189666666586,-7.658519558888888,0.0,7.10009447,,,18
CrFeGe,half,mp-1226385,CrFeGe2,-0.029818414999999376,-6.8720995125,0.0,7.7720566,,,18
CrFeSn,half,mp-1178427,Cr2Fe3Sn(PO4)6,-2.3744344967460314,-7.932015077777779,0.029199999999999893,3.40123785,,,18
CrFeSn,half,mp-1008226,CrFe2Sn,0.2543460687500003,-7.3963193675,0.0,8.22928574,143.331,0.427,18
CrFeSn,half,mp-775073,Li4Cr3Fe3(SnO8)2,-2.0715633326190477,-7.4022869317857145,0.0,3.10205876,,,18
CrFeP,half,mp-774450,Ti3CrFe2(PO4)6,-2.782928289107143,-8.383670967777778,0.10719999999999974,4.10266156,,,19
CrFeP,half,mp-777476,CrFe2(PO4)3,-2.3767023991071414,-8.05818435111111,1.6569,1.55372473,,,19
CrFeP,half,mp-766014,Li6CrFe3(PO4)6,-2.5003482901964267,-7.446943759999999,2.3823,1.40557525,,,19
CrFeAs,half,mp-1206083,CrFeAs,-0.0935419624999996,-7.6912723666666665,0.0,7.26749288,,,19
CrFeAs,half,mp-1189319,Sr2CrFeAsO3,-1.9697830406249999,-7.099137860625,0.0,3.85510842,,,19
CrFeAs,half,mp-1226345,Cr3GaFe3As2,-0.018372544722222668,-7.433655558888889,0.0,6.29345241,,,19
CrFeSb,half,mp-1222836,Li2Cr2FeSbO8,-2.1847588233333326,-7.566264030714286,1.891,3.35563923,,,19
CrFeSb,half,mp-861530,Li2Cr2FeSbO8,-2.1824709485119036,-7.563976155892857,1.6540999999999997,5.27516759,,,19
CrFeSb,half,mp-1008225,CrFe2Sb,0.14062806500000047,-7.5398947175,0.0,8.90062077,187.126,4.053,19
CrNiAl,half,mp-1228914,Al4CrNi15,-0.3393311669999989,-11.4257058225,0.0,8.41548781,,,19
CrNiAl,half,mp-10885,AlCrNi2,-0.2589189762499995,-11.701137736249999,0.0,7.83429479,160.697,0.38,19
CrNiAl,half,mp-1228985,AlCrNi,-0.04825331000000214,-11.310639270000003,0.0,7.82134245,,,19
CrNiGa,half,mp-1226319,CrGa3(NiS4)2,-0.7523876708928563,-5.281279487857143,0.0,4.61381626,,,19
CrNiIn,half,mp-1226434,CrInNiS4,-0.7261265630952372,-5.689811729285714,0.0,5.34859379,,,19
CrNiIn,half,mp-1007991,CrInNi2,0.046278841250002145,-15.35756293125,0.0,8.09004261,,,19
CrNiSi,half,mp-1103085,CrSiNi,-0.2654976916666669,-12.208439073333333,0.0,8.59548779,,,20
CrNiSi,half,mp-505629,Cr3SiNi2,-0.04732941180555391,-13.040200425972222,0.0,7.83617577,,,20
CrNiSi,half,mp-1221908,Mn3Cr3Si7Ni16,-0.42300217269074236,-12.22968692860632,0.0,8.28031421,,,20
CrNiSn,half,mp-778614,Li4Cr2Ni3Sn(PO4)6,-2.3485925491547612,-7.339566019,1.4918,3.21958211,,,20
CrNiSn,half,mp-1226279,CrCu4NiSn2,0.13264745750000007,-4.84849686,0.0,8.54043395,,,20
CrNiSn,half,mp-1221685,MnCr(Ni2Sn)2,-0.10678074974137886,-6.35112489875,0.0,8.84760418,,,20
CrNiP,half,mp-776777,Li4CrCo2Ni3(PO4)6,-2.275351350029762,-7.281430172750001,2.9872,1.77947624,,,21
CrNiP,half,mp-777498,Ti3CrNi2(PO4)6,-2.7314317721626984,-8.182736421388888,0.04949999999999921,4.35682972,,,21
CrNiP,half,mp-754644,CrNi3(PO4)4,-2.081827140357143,-7.410642605833334,0.0,1.86801298,,,21
CrNiAs,half,mp-4989,CrNiAs,-0.3350252663888903,-14.25588877888889,0.0,7.59655165,130.106,0.295,21
CrNiAs,half,mp-1226031,Cr5NiAs3,-0.20173996157407398,-14.809631302962963,0.0,6.9887641,,,21
CrNiSb,half,mp-775941,Cr2Ni3Sb(PO4)6,-2.229474618273809,-7.5662156380555565,0.0,1.99191714,,,21
CrNiSb,half,mp-1018161,CrNiSb,-0.015090736666666752,-17.602215830000002,0.0,7.54905214,104.241,0.306,21
CrNiSb,half,mp-1221891,Mn2CrNiSb2,0.14432173350574592,-17.828071660000003,0.0,6.73225489,,,21
NiTiAl,half,mp-1018016,Ti2AlNi,-0.2644448066666678,-6.5936189425,0.0,7.19325753,,,17
NiTiAl,half,mp-1187453,Ti2AlNi,-0.27091067666666735,-6.6000848125,0.0,7.00039012,,,17
NiTiAl,half,mp-1217197,Ti3AlNi12,-0.4730627462499992,-6.52266849875,0.0,7.903294,,,17
NiTiGa,half,mp-1216876,TiGaNi6,-0.40348692635416583,-6.10403794125,0.0,7.58949577,,,17
NiTiGa,half,mp-30656,TiGaNi,-0.5492847036111113,-6.117192943333333,0.0,6.34586067,127.561,0.281,17
NiTiGa,half,mp-30657,TiGaNi2,-0.5410241252083337,-6.161989475,0.0,7.02923794,166.368,0.366,17
NiTiSi,half,mp-510409,TiSiNi,-0.8213955294444446,-7.188377771666666,0.0,8.35307614,176.474,0.252,18
NiTiSi,half,mp-1208276,Ti2SiNi3,-0.6133287519444449,-7.039447435833334,0.0,8.36829368,,,18
NiTiSi,half,mp-18583,Ti4Si7Ni4,-0.6777947102222233,-6.85644411,0.0,9.30216964,,,18
NiTiGe,half,mp-16356,TiNiGe,-0.6761965602777771,-6.775748744166666,0.0,7.6656837,158.126,0.276,18
NiTiGe,half,mp-1216682,TiNi4GeO8,-1.9382898691666657,-7.313802467142857,2.4516,4.14042932,,,18
NiTiGe,half,mp-961694,TiNiGe,-0.012492179444444437,-6.112044363333333,0.0,5.63597016,106.389,0.557,18
NiTiSn,half,mp-3740,TiNi2Sn,-0.43228060208333385,-6.29861491,0.0,9.10216642,159.419,0.393,18
NiTiSn,half,mp-623646,TiNiSn,0.1347682805555562,-5.76029857,0.0,6.66050826,95.54,0.53,18
NiTiSn,half,mp-924130,TiNiSn,-0.5294223494444452,-6.424489200000001,0.4527000000000001,7.66299415,123.819,0.265,18
NiTiP,half,mp-1102188,TiNiP,-1.065870581825397,-7.4295713225,0.0,9.51456789,,,19
NiTiP,half,mp-1177293,Li4TiCr2Ni3(PO4)6,-2.466093417613094,-7.5542148915,1.3658000000000001,2.91692348,,,19
NiTiP,half,mp-1044432,CaTiNi(PO4)3,-2.7533569595701053,-7.828624394166667,0.0,1.1829096,,,19
NiTiAs,half,mp-1102086,TiNiAs,-0.7698371327777783,-6.8850875425,0.0,8.24014169,,,19
NiTiSb,half,mp-10261,TiNi2Sb,-0.4026089683333334,-6.2988006225,0.0,10.0176655,137.552,0.406,19
NiTiSb,half,mp-20952,TiNiSb,-0.5575641111111113,-6.492440756666667,0.0,8.86156108,126.65,0.297,19
NiTiSb,half,mp-581712,TiNiSb,-0.10099648111111037,-6.035873126666666,0.0,6.67035444,93.894,0.642,19
NiVAl,half,mp-1228840,AlVNi2,-0.38574033395833496,-11.582017428958334,0.0,8.14389952,,,18
NiVAl,half,mp-10899,AlVNi2,-0.39258929145833577,-11.588866386458335,0.0,7.99677711,167.301,0.352,18
NiVAl,half,mp-961650,AlVNi,0.3579674366666647,-10.576496303333336,0.0,5.7260351,119.158,0.08,18
NiVGa,half,mp-30658,VGaNi2,-0.27447872146904473,-12.648425221469044,0.0,6.91626891,167.969,0.394,18
NiVGa,half,mp-961690,VGaNi,0.2930879651990068,-12.211601648134327,0.0,4.51454338,,,18
NiVGa,half,mp-1216351,VGaNi6,-0.27485251500000096,-12.452684345,0.0,7.58934961,,,18
NiVSi,half,mp-1095532,VSiNi,-0.596647199166668,-12.211666360833334,0.0,8.63249284,,,19
NiVSi,half,mp-1216307,VSiNi,-0.43484012916666853,-12.049859290833334,0.0,9.04419308,,,19
NiVSi,half,mp-504625,V3SiNi2,-0.3100859409166669,-12.811073625083333,0.0,7.69738953,,,19
NiVGe,half,mp-1095536,VNiGe,-0.33336745833333364,-6.82905766,0.0,7.97786688,,,19
NiVSn,half,mp-20864,VNi2Sn,-0.11478652624999963,-6.2782243475,0.0,9.42588131,122.027,0.413,19
NiVSn,half,mp-1221615,MnV(Ni2Sn)2,-0.14269160599137987,-6.31589308,0.0,8.88630852,,,19
NiVSn,half,mp-775213,VNi3Sn2(PO4)6,-2.276297751329364,-7.437148593333333,1.4981999999999998,2.36136275,,,19
NiVP,half,mp-1332813,MgVNiP2O9,-2.5560446683418365,-7.691461333928572,1.9890000000000003,2.68271611,,,20
NiVP,half,mp-646633,V2Ni(PO5)2,-2.4588555209523815,-8.078957727333334,1.5047000000000001,2.47370993,,,20
NiVP,half,mp-1333433,VZnNiP2O9,-2.3312849972704086,-7.440221205357143,1.9474,2.45321169,,,20
NiVAs,half,mp-1216333,VNi3AsO8,-1.6970574259615385,-7.136484227692308,2.6658000000000004,5.56869498,,,20
NiVAs,half,mp-1101976,VNiAs,-0.39703514333333345,-6.908423570833333,0.0,8.13917752,,,20
NiVAs,half,mp-1228018,Ba3V2Ni6(AsO6)4,-2.055291493589744,-7.084531916923077,3.1805000000000003,1.93719416,,,20
NiVSb,half,mp-1067900,V2NiSb,0.06088966653571504,-16.405906420964286,0.0,8.64774293,,,20
NiVSb,half,mp-505599,VNiSb,-0.1246844223095233,-17.383887295642857,0.0,8.0590061,142.304,0.349,20
NiVSb,half,mp-757444,VNi3Sb2(PO4)6,-2.227279187440475,-7.394764995277778,0.0027000000000003688,2.07336461,,,20
NiCrAl,half,mp-1228914,Al4CrNi15,-0.3393311669999989,-11.4257058225,0.0,8.41548781,,,19
NiCrAl,half,mp-10885,AlCrNi2,-0.2589189762499995,-11.701137736249999,0.0,7.83429479,160.697,0.38,19
NiCrAl,half,mp-1228985,AlCrNi,-0.04825331000000214,-11.310639270000003,0.0,7.82134245,,,19
NiCrGa,half,mp-1226319,CrGa3(NiS4)2,-0.7523876708928563,-5.281279487857143,0.0,4.61381626,,,19
NiCrIn,half,mp-1226434,CrInNiS4,-0.7261265630952372,-5.689811729285714,0.0,5.34859379,,,19
NiCrIn,half,mp-1007991,CrInNi2,0.046278841250002145,-15.35756293125,0.0,8.09004261,,,19
NiCrSi,half,mp-1103085,CrSiNi,-0.2654976916666669,-12.208439073333333,0.0,8.59548779,,,20
NiCrSi,half,mp-505629,Cr3SiNi2,-0.04732941180555391,-13.040200425972222,0.0,7.83617577,,,20
NiCrSi,half,mp-1221908,Mn3Cr3Si7Ni16,-0.42300217269074236,-12.22968692860632,0.0,8.28031421,,,20
NiCrSn,half,mp-778614,Li4Cr2Ni3Sn(PO4)6,-2.3485925491547612,-7.339566019,1.4918,3.21958211,,,20
NiCrSn,half,mp-1226279,CrCu4NiSn2,0.13264745750000007,-4.84849686,0.0,8.54043395,,,20
NiCrSn,half,mp-1221685,MnCr(Ni2Sn)2,-0.10678074974137886,-6.35112489875,0.0,8.84760418,,,20
NiCrP,half,mp-776777,Li4CrCo2Ni3(PO4)6,-2.275351350029762,-7.281430172750001,2.9872,1.77947624,,,21
NiCrP,half,mp-777498,Ti3CrNi2(PO4)6,-2.7314317721626984,-8.182736421388888,0.04949999999999921,4.35682972,,,21
NiCrP,half,mp-754644,CrNi3(PO4)4,-2.081827140357143,-7.410642605833334,0.0,1.86801298,,,21
NiCrAs,half,mp-4989,CrNiAs,-0.3350252663888903,-14.25588877888889,0.0,7.59655165,130.106,0.295,21
NiCrAs,half,mp-1226031,Cr5NiAs3,-0.20173996157407398,-14.809631302962963,0.0,6.9887641,,,21
NiCrSb,half,mp-775941,Cr2Ni3Sb(PO4)6,-2.229474618273809,-7.5662156380555565,0.0,1.99191714,,,21
NiCrSb,half,mp-1018161,CrNiSb,-0.015090736666666752,-17.602215830000002,0.0,7.54905214,104.241,0.306,21
NiCrSb,half,mp-1221891,Mn2CrNiSb2,0.14432173350574592,-17.828071660000003,0.0,6.73225489,,,21
NiMnAl,half,mp-1222882,LaMnAlNi3,-0.3558800121551731,-6.21988139,0.0,7.86212635,,,20
NiMnAl,half,mp-1221740,MnAlNi6,-0.25653153974137854,-6.20508294,0.0,8.21255872,,,20
NiMnAl,half,mp-4922,MnAlNi2,-0.404369411982759,-6.5213355325,0.0,7.57571564,158.539,0.352,20
NiMnGa,half,mp-604537,MnGaNi2,-0.4199929756206899,-12.942379212,0.0,6.79524654,,,20
NiMnGa,half,mp-1206407,Mn2GaNi,-0.18017857571120643,-13.377969190969829,0.0,5.76556051,,,20
NiMnGa,half,mp-1222026,Mn2GaNi,-0.23277269974137837,-13.430563315,0.0,5.88627765,,,20
NiMnIn,half,mp-22731,MnInNi2,-0.24933087744252802,-15.555670721321839,0.0,7.9551134,235.971,0.332,20
NiMnIn,half,mp-1188474,MnIn2NiO6,-1.7550423002931033,-6.7683708465,0.0,6.13868261,,,20
NiMnSi,half,mp-567353,MnSiNi,-0.33978462149425565,-12.15272343166667,0.0,8.94912829,,,21
NiMnSi,half,mp-1210618,Mn3SiNi,-0.3072993389612037,-13.26839649527155,0.0,8.12955273,,,21
NiMnSi,half,mp-20949,MnSiNi,-0.573282222327587,-12.386221032500002,0.0,8.5004566,162.799,0.274,21
NiMnGe,half,mp-22029,MnNi2Ge,-0.22366996823275898,-6.559999095,0.0,8.10774923,160.744,0.414,21
NiMnGe,half,mp-583202,MnNiGe,0.06375223735632218,-6.457974371666666,0.0,7.622324,,,21
NiMnGe,half,mp-21090,MnNiGe,-0.22892120764367738,-6.750647816666667,0.0,7.58967499,116.642,0.292,21
NiMnSn,half,mp-1221649,MnCoNiSn,-0.10784307073275912,-6.6291282075,0.0,8.32156153,,,21
NiMnSn,half,mp-1221332,MnNiSnPd,-0.250402450732758,-6.28330386,0.0,7.87405047,,,21
NiMnSn,half,mp-1221827,Mn3Ni4Sn,-0.0964245698491375,-6.92344512625,0.0,7.69369847,,,21
NiMnP,half,mp-773507,MnNi(PO4)2,-2.151535122823617,-7.600802523055555,0.0,1.1258684,,,22
NiMnP,half,mp-780130,Mn3Cu2Ni(PO4)6,-2.1223373961569507,-7.478219795833334,0.0,1.52447575,,,22
NiMnP,half,mp-1043125,CaMnNiP2O9,-2.504297444086909,-7.67208833017857,0.02619999999999978,2.44903685,,,22
NiMnAs,half,mp-1103634,MnNiAs,-0.24535913097701112,-6.782783965833333,0.0,7.56659222,,,22
NiMnAs,half,mp-1079845,MnNiAs,-0.2528805040325671,-6.7903053388888885,0.0,7.18998564,,,22
NiMnAs,half,mp-510613,MnNiAs,3.540748798189655,-2.996676036666667,0.0,-2.22140227,,,22
NiMnSb,half,mp-776222,Mn2Ni3Sb(PO4)6,-2.1898103689922,-7.499271823333334,0.0,1.41257122,,,22
NiMnSb,half,mp-22541,MnNiSb,-0.10632490149424949,-17.563447423333333,0.0,7.09919181,98.538,0.497,22
NiMnSb,half,mp-5124,MnNi2Sb,-0.2664577769540202,-16.354728958333332,0.0,9.37081215,137.829,0.434,22
NiFeAl,half,mp-31186,AlFe2Ni,-0.09435004249999945,-6.710788775,0.0,7.15918299,133.148,-0.664,21
NiFeAl,half,mp-1228910,Al2FeNi,-0.5236166950000003,-5.9589440825,0.0,8.66497251,,,21
NiFeAl,half,mp-867330,Al2FeNi,-0.4992086899999997,-5.9345360775,0.0,8.85645316,163.496,0.27,21
NiFeGa,half,mp-622990,GaFe2Ni,-0.018714536875000576,-6.4557833175,0.0,5.90093716,158.207,-1.556,21
NiFeGa,half,mp-1065359,GaFeNi2,-0.19702273937499992,-5.9616203875,0.0,6.55779165,,,21
NiFeGa,half,mp-1224929,GaFeNiO4,-1.773262669642857,-7.071449641428572,0.0,3.60582852,,,21
NiFeIn,half,mp-1223864,InFeNi,0.19875887777777854,-5.471018333333333,0.0,8.28666256,,,21
NiFeIn,half,mp-1206345,InFeNi,0.29335328444444525,-5.376423926666667,0.0,7.9444052,,,21
NiFeIn,half,mp-1206342,InFeNi,0.11898380277777794,-5.550793408333334,0.0,8.15335748,,,21
NiFeSi,half,mp-1207121,Fe2SiNi,-0.2841897899999992,-7.3205640725,0.0,8.30838168,,,22
NiFeSi,half,mp-1212682,Fe3SiNi,-0.2575840720000002,-7.58068774,0.0,7.43736132,,,22
NiFeSi,half,mp-1103705,FeSiNi,-0.3934152391666655,-6.951907212499999,0.0,8.69028113,,,22
NiFeGe,half,mp-1206550,FeNiGe,-0.1554445383333333,-6.446506453333334,0.0,7.84451223,,,22
NiFeGe,half,mp-1024972,FeNiGe,-0.06452609833333274,-6.355588013333333,0.0,8.19493399,,,22
NiFeGe,half,mp-1225094,FeNi2Ge,-0.1616681562499993,-6.3249987625,0.0,8.18045895,,,22
NiFeSn,half,mp-1207152,FeNiSn,0.15344652666666767,-5.9331300549999995,0.0,8.86147165,,,22
NiFeSn,half,mp-775990,Fe3Ni2Sn(PO4)6,-2.2584388706349205,-7.600857741111112,0.0,1.48210535,,,22
NiFeSn,half,mp-780843,Li4Fe2Ni3Sn(PO4)6,-2.317048530904761,-7.248870687749999,3.0536,2.01722233,,,22
NiFeP,half,mp-1221201,Na4FeNi(PO4)3,-2.411944206402181,-6.949593075476191,2.1249000000000002,4.04690789,,,23
NiFeP,half,mp-1233940,MgCr2Fe3Ni(PO4)6,-2.3392839187258687,-7.838579479729731,1.5388000000000002,1.80826124,,,23
NiFeP,half,mp-1043103,MgFeNiP2O9,-2.2883389628061224,-7.379906709821428,0.21689999999999987,2.21172368,,,23
NiFeAs,half,mp-1080824,FeNiAs,-0.12250212583333327,-6.429262266666666,0.0,7.97508306,,,23
NiFeAs,half,mp-1224728,Fe(NiAs)2,-0.15066083966666685,-6.024768766666667,0.0,6.28473504,,,23
NiFeAs,half,mp-1224951,FeNiAs4,-0.25122920166666657,-5.739670538333332,0.0,6.61935191,,,23
NiFeSb,half,mp-1233872,MgFe3Ni2Sb(PO4)6,-2.2513381119691114,-7.496661861621622,0.13680000000000003,3.08808173,,,23
NiFeSb,half,mp-1233991,MgFe3Ni2Sb(PO4)6,-2.2906878638610038,-7.536011613513514,1.5014000000000003,2.92293884,,,23
NiFeSb,half,mp-1233545,MgFe3Ni2Sb(PO4)6,-2.2626760303474898,-7.5079997800000005,0.8784000000000001,3.12317812,,,23
RuTiAl,half,mp-866155,TiAlRu2,-0.83063144416667,-18.4603629275,0.0,7.9479865,209.627,0.309,15
RuTiAl,half,mp-1193118,Ti6Al16Ru7,-0.5981219366523035,-13.126117192686785,0.0,7.4195117,,,15
RuTiGa,half,mp-865448,TiGaRu2,-0.6202543252083323,-7.988352604999999,0.0,6.92694448,212.674,0.319,15
RuTiGa,half,mp-1194115,Ti6Ga16Ru7,-0.371947691034483,-5.91482032,0.0,5.48583338,,,15
RuTiSi,half,mp-11560,TiSiRu,-0.9180728555555567,-16.63009182333333,0.0,8.29411567,203.131,0.283,16
RuTiSi,half,mp-505822,TiSiRu,-0.8563653741666665,-16.56838434194444,0.0,7.95451655,189.963,0.325,16
RuTiSi,half,mp-865681,TiSiRu2,-0.9612671704166686,-19.10141522,0.0,9.3610717,244.997,0.275,16
RuTiGe,half,mp-1188712,TiGeRu,-0.7267062684007928,-18.138129564511903,0.0,7.63282332,,,16
RuTiGe,half,mp-865640,TiGeRu2,-0.7641029241666679,-20.17880422,0.0,8.15590251,228.106,0.282,16
RuTiSn,half,mp-865888,TiSnRu2,-0.6434530166666654,-22.7767058625,0.0,9.62611734,205.955,0.28,16
RuTiP,half,mp-10739,TiPRu,-1.0797052365476185,-16.867828109999998,0.0,8.94812464,219.7,0.298,17
RuTiAs,half,mp-1208217,TiAsRu,-0.7846650552777766,-18.47460615388889,0.0,8.09500502,,,17
RuTiSb,half,mp-31458,TiSbRu,-0.44228286472222084,-21.798485544166667,0.0,7.25387549,144.54,0.409,17
RuVAl,half,mp-866001,AlVRu2,-0.7307179025000039,-18.648404065,0.0,8.33200241,236.108,0.275,16
RuVGa,half,mp-865586,VGaRu2,-0.5506506000000009,-19.6460061675,0.0,7.47970496,236.904,0.296,16
RuVIn,half,mp-1096147,VInRu2,2.669082767083335,-19.210226407916664,0.0,-3.37113034,,,16
RuVSi,half,mp-865507,VSiRu2,-0.6351141462500003,-19.063216875,0.0,9.5530325,250.046,0.294,17
RuVGe,half,mp-865585,VGeRu2,-0.36422858874999875,-8.42816334,0.0,8.23716762,236.881,0.306,17
RuVSn,half,mp-1097533,VSnRu2,2.818069715,-19.60313781,0.0,-3.79008053,,,17
RuVSn,half,mp-1187738,VSnRu2,-0.2638076699999985,-22.685015195,0.0,9.41211509,,,17
RuVAs,half,mp-1100404,VAsRu,-0.15496981354166905,-18.228850484375002,0.0,6.49359564,,,18
RuVSb,half,mp-31455,VSbRu,-0.2125935691666617,-21.95273582083333,0.2160000000000002,7.43203831,161.485,0.362,18
RuCrAl,half,mp-862781,AlCrRu2,-0.36868619250000023,-18.53231402,0.0,8.17224128,230.931,0.292,17
RuCrGa,half,mp-1183688,CrGaRu2,-0.2056307125000032,-19.546927945,0.0,7.12023537,,,17
RuCrGa,half,mp-1097653,CrGaRu2,2.9887276974999963,-16.352569535,0.0,-2.89151107,,,17
RuCrSi,half,mp-865791,CrSiRu2,-0.49520412375000333,-19.1692485175,0.0,9.07246722,253.029,0.269,18
RuCrGe,half,mp-1206594,CrGeRu2,-0.2872169050000011,-20.235814545,0.0,8.7967739,,,18
RuCrGe,half,mp-1096447,CrGeRu2,3.0473570574999975,-16.9012405825,0.0,-3.38053675,,,18
RuCrSn,half,mp-1093725,CrSnRu2,3.11207425544643,-19.55507493455357,0.0,-3.33175385,,,18
RuCrSn,half,mp-1206591,CrSnRu2,-0.056452004553570134,-22.72360119455357,0.0,9.29469337,,,18
RuCrAs,half,mp-1213816,CrAsRu,-0.16650728666666245,-18.568310177499995,0.0,7.45327905,,,19
RuMnAl,half,mp-864980,MnAlRu2,-0.4141749169827591,-8.2782739675,0.0,7.83489379,218.933,0.251,18
RuMnGa,half,mp-1206997,MnGaRu,0.1452811134099624,-17.03826752676245,0.0,4.07976208,,,18
RuMnGa,half,mp-865140,MnGaRu2,-0.3626885436206919,-19.6064838475,0.0,6.85261145,,,18
RuMnSi,half,mp-999576,Mn2SiRu,-0.44015290724137834,-16.3313952175,0.0,8.52887439,218.838,0.266,19
RuMnSi,half,mp-864966,MnSiRu2,-0.5821114923706929,-19.1586539575,0.0,8.75133278,247.412,0.285,19
RuMnGe,half,mp-1221898,Mn2GeRu,-0.18887424771551764,-8.2442394925,0.0,7.89396084,,,19
RuMnGe,half,mp-864936,MnGeRu2,-0.26884713573275754,-8.3523091925,0.0,7.38364953,227.345,0.293,19
RuMnSn,half,mp-999557,Mn2SnRu,0.04930055487068685,-19.835046551637934,0.0,7.9173537,,,19
RuMnSn,half,mp-864971,MnSnRu2,-0.2273576536206896,-22.797004915,0.0,8.66428313,176.935,0.303,19
RuMnAs,half,mp-1079969,MnAsRu,-0.026387225143677837,-7.728567346666667,0.0,7.49189203,,,20
RuMnAs,half,mp-10049,MnAsRu,-0.20644985514367736,-7.908629976666666,0.0,6.88451559,164.876,0.325,20
RuMnAs,half,mp-1095782,MnAsRu2,3.010195666142242,-5.08504006,0.0,-3.24397086,,,20
RuMnSb,half,mp-864957,MnSbRu2,-0.2791617036206908,-23.0888419525,0.0,9.24405975,200.874,0.298,20
RuFeAl,half,mp-1096308,AlFeRu2,3.210872525,-4.480228005,0.0,-3.1988462,,,19
RuFeGa,half,mp-1096605,GaFeRu2,3.1182909781250006,-4.3934396,0.010200000000000209,-3.64519385,,,19
RuFeGa,half,mp-1184055,GaFeRu2,-0.15817589187500047,-7.669906470000001,0.0,6.6482657,,,19
RuFeSi,half,mp-1220277,Nd2FeSi2Ru,-0.6339386608333335,-6.98916444,0.0,5.47860966,,,20
RuFeSi,half,mp-1219876,Pr4Fe3Si4Ru,-0.567892238055555,-6.865194248333332,0.0,5.3845942,,,20
RuFeSi,half,mp-1219859,Pr2FeSi2Ru,-0.6162470105555542,-6.980580798333333,0.0,5.55211487,,,20
RuFeGe,half,mp-865191,FeGeRu2,-0.16126536374999922,-8.0717289,0.0,7.21998204,223.605,0.302,20
RuFeSn,half,mp-636599,FeSnRu2,-0.016346891249998663,-7.7734464275,0.0,8.91539624,200.71,0.307,20
RuFeAs,half,mp-1227957,BaFeAs2Ru,-0.5839982650000003,-6.384727016,0.0,4.97781292,,,21
RuFeAs,half,mp-1219984,Pr2FeAs2RuO2,-1.7047667829166677,-7.5272841800000005,0.0,5.00143062,,,21
RuFeAs,half,mp-1223264,La2FeAs2RuO2,-1.810538160000002,-7.6681894687500005,0.0,6.96253681,,,21
RuNiAl,half,mp-867775,Al2NiRu,-0.7435469012499993,-13.46115918,0.0,9.2813357,180.486,0.299,21
RuNiAl,half,mp-1211354,La6Al3Ni4SnRu,-0.5199562403333345,-5.670442322666667,0.0,8.15434717,,,21
RuNiAl,half,mp-1080528,U3Al3NiRu2,-0.37022883444444216,-8.085773198888889,0.0,9.79165063,,,21
RuNiGa,half,mp-1184299,Ga2NiRu,-0.34501173246153805,-15.417962821211537,0.0,6.81084168,,,21
RuNiSi,half,mp-1220887,Nd5Si10NiRu3,-0.6752751475000003,-6.554078398157896,0.0,6.41814457,,,22
RuNiSn,half,mp-1211354,La6Al3Ni4SnRu,-0.5199562403333345,-5.670442322666667,0.0,8.15434717,,,22
RuNiSb,half,mp-1228276,Ba3NiSbRuO9,-2.2952768751666666,-6.9293327940000005,0.5658000000000003,4.34632818,,,23
